ingredient_id,name
1090,PENTYLENE GLYCOL
1091,DPG (Dipropylene Glycol)
1092,Caprylic/Capric Triglyceride
1093,Sodium Hyaluronate
1094,Arginine
1095,Panthenol
1096,Propolis Extract
1097,Honey Extract
1098,Octyldodecanol
1099,Polybutene
1100,Hydrogenated Polyisobutene
1101,Hydrogenated Styrene/Isoprene Copolymer
1102,Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate
1103,Ethyl Vanillin
1104,Ci 15850 (Red 6)
1105,Ci 45410 (Red 28 Lake)
1106,Triethylhexanoin
1107,Dimethicone
1108,Mineral Oil/Paraffinum liquidum/Huile Minérale
1109,Diisostearyl Malate
1110,Beeswax/Cera Alba/Cire D'Abeille
1111,Ceresin
1112,Aqua (Water)
1113,Synthetic Candelilla Wax
1114,Beeswax
1115,Polyvinyl Alcohol
1116,CI 77499
1117,Stearic Acid
1118,Glyceryl Monostearate
1119,Cetostearyl Alcohol
1120,Polysorbate 80
1121,Hydroxyethyl Cellulose
1122,Methylparaben
1123,Propylparaben
1124,Water (Aqua)
1125,Butylene Glycol
1126,PEG-150 Distearate
1127,Tocopherol
1128,Hylocereus Undatus Fruit Extract
1129,Red 40 (CI 16035)
1130,Yellow 5 (CI 19140)
1131,CYCLOHEXASILOXANE
1132,BUTYROSPERMUM PARKII BUTTER/SHEA BUTTER
1133,LACTIC ACID
1134,GLYCOLIC ACID
1135,SALICYLIC ACID
1136,CETEARYL ALCOHOL
1137,BEHENTRIMONIUM CHLORIDE
1138,AMODIMETHICONE
1139,DIMETHYL ETHER
1140,Isopropyl Palmitate
1141,Cetearyl Ethylhexanoate
1142,Paraffin
1143,Goat Milk Solids
1144,Lactose
1145,Vegetable Oil Blend
1146,Galacto-Oligosaccharide (GOS)
1147,Docosahexaenoic Acid (DHA)
1148,Arachidonic Acid (ARA)
1149,Soybean Lecithin
1150,Organic milk solids
1151,Organic demineralised whey powder
1152,Organic vegetable oils
1153,Organic galacto-oligosaccharides (GOS)
1154,DHA (fish oil)
1155,ARA
1156,Japonica Rice
1157,Potato Starch
1158,Banana Powder
1159,Enzymatically hydrolysed whey
1160,Vegetable oils
1161,Fish oil
1162,Bifidobacterium lactis
1163,Apple Juice Concentrate
1164,Ferrous Fumarate
1165,Galacto-oligosaccharides
1166,Bifidobacterium breve M-16V
1167,Choline chloride
1168,Full Cream Goat Milk Solids
1169,Organic Whole Milk Powder
1170,Organic Lactose
1171,Organic Galacto-Oligosaccharide (GOS)
1172,Bifidobacterium longum BB536
1173,Ferrous Sulphate
1174,ARA (Arachidonic Acid)
1175,DHA (Docosahexaenoic Acid)
1176,Organic fructo-oligosaccharides (FOS)
1177,Bifidobacterium (BB-12®)
1178,Lutein
1179,Galacto-oligosaccharides (GOS)
1180,Fructo-oligosaccharides (FOS)
1181,Lacticaseibacillus Rhamnosus (HN001)
1182,Omega LCPUFAs
1183,Long chain polyfructose
1184,Glycine
1185,DigeZyme
1186,Leucine
1187,Lysine
1188,Threonine
1189,Valine
1190,Isoleucine
1191,Thickener (415)
1192,Sweetener (955)
1193,Saturated Fat
1194,Trans Fat
1195,Cholesterol
1196,Sugars
1197,Added Sugars
1198,Fiber
1199,Vitamin D (D3)
1200,N-Nitrosodimethylamine
1201,Chloral hydrate 
